split,source_image,tile_image,row,col,crop_x1,crop_y1,crop_x2,crop_y2,orig_w,orig_h,tile_w,tile_h,source_labels,parsed_boxes,tile_labels,source_boxes_assigned,source_boxes_dropped
train,data/train/images/train_342_png.rf.bc1cca6a58af4b35fc3bc88d852019f8.jpg,data_quadrant/train/images/train_342_png.rf.bc1cca6a58af4b35fc3bc88d852019f8__r1c1.jpg,1,1,1177,526,2942,1316,2942,1316,1765,790,1,1,1,1,0
train,data/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42.jpg,data_quadrant/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42__r0c0.jpg,0,0,0,0,1717,790,2862,1316,1717,790,2,2,1,2,0
train,data/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42.jpg,data_quadrant/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42__r0c1.jpg,0,1,1145,0,2862,790,2862,1316,1717,790,2,2,0,2,0
train,data/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42.jpg,data_quadrant/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42__r1c0.jpg,1,0,0,526,1717,1316,2862,1316,1717,790,2,2,1,2,0
train,data/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42.jpg,data_quadrant/train/images/train_358_png.rf.1af68a4058eb379d3c738d92691bcf42__r1c1.jpg,1,1,1145,526,2862,1316,2862,1316,1717,790,2,2,1,2,0
train,data/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0.jpg,data_quadrant/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0.jpg,data_quadrant/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0.jpg,data_quadrant/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0.jpg,data_quadrant/train/images/train_360_png.rf.79fd08b9e10c2ca0645a9b9943df0cc0__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182.jpg,data_quadrant/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182__r0c0.jpg,0,0,0,0,1703,790,2839,1316,1703,790,1,1,0,1,0
train,data/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182.jpg,data_quadrant/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182__r0c1.jpg,0,1,1135,0,2839,790,2839,1316,1704,790,1,1,1,1,0
train,data/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182.jpg,data_quadrant/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182__r1c0.jpg,1,0,0,526,1703,1316,2839,1316,1703,790,1,1,0,1,0
train,data/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182.jpg,data_quadrant/train/images/train_367_png.rf.d81051d756a60a7c8bf04b47df9ef182__r1c1.jpg,1,1,1135,526,2839,1316,2839,1316,1704,790,1,1,1,1,0
train,data/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51.jpg,data_quadrant/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51.jpg,data_quadrant/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51.jpg,data_quadrant/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51.jpg,data_quadrant/train/images/train_37_png.rf.7f9bea92c1a44dc44b72bc5ecb8e0a51__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf.jpg,data_quadrant/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf__r0c0.jpg,0,0,0,0,1770,790,2950,1316,1770,790,1,1,0,1,0
train,data/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf.jpg,data_quadrant/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf__r0c1.jpg,0,1,1180,0,2950,790,2950,1316,1770,790,1,1,0,1,0
train,data/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf.jpg,data_quadrant/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf__r1c0.jpg,1,0,0,526,1770,1316,2950,1316,1770,790,1,1,1,1,0
train,data/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf.jpg,data_quadrant/train/images/train_381_png.rf.4f003cd0787df3254ec3691c7524cbbf__r1c1.jpg,1,1,1180,526,2950,1316,2950,1316,1770,790,1,1,1,1,0
train,data/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790.jpg,data_quadrant/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790__r0c0.jpg,0,0,0,0,1730,902,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790.jpg,data_quadrant/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790__r0c1.jpg,0,1,1154,0,2884,902,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790.jpg,data_quadrant/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790__r1c0.jpg,1,0,0,602,1730,1504,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790.jpg,data_quadrant/train/images/train_391_png.rf.781f0586045b5482674c5a1d6de79790__r1c1.jpg,1,1,1154,602,2884,1504,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec.jpg,data_quadrant/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec.jpg,data_quadrant/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec.jpg,data_quadrant/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec.jpg,data_quadrant/train/images/train_393_png.rf.cafa1e56a0c5c293fb1359b1ad30edec__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0.jpg,data_quadrant/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0__r0c0.jpg,0,0,0,0,1708,790,2846,1316,1708,790,1,1,1,1,0
train,data/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0.jpg,data_quadrant/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0__r0c1.jpg,0,1,1138,0,2846,790,2846,1316,1708,790,1,1,0,1,0
train,data/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0.jpg,data_quadrant/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0__r1c0.jpg,1,0,0,526,1708,1316,2846,1316,1708,790,1,1,0,1,0
train,data/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0.jpg,data_quadrant/train/images/train_400_png.rf.f53a257ed63ad00d48a275c5df773aa0__r1c1.jpg,1,1,1138,526,2846,1316,2846,1316,1708,790,1,1,0,1,0
train,data/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d.jpg,data_quadrant/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d__r0c0.jpg,0,0,0,0,1714,790,2856,1316,1714,790,3,3,1,3,0
train,data/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d.jpg,data_quadrant/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d__r0c1.jpg,0,1,1142,0,2856,790,2856,1316,1714,790,3,3,1,3,0
train,data/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d.jpg,data_quadrant/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d__r1c0.jpg,1,0,0,526,1714,1316,2856,1316,1714,790,3,3,2,3,0
train,data/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d.jpg,data_quadrant/train/images/train_406_png.rf.5ce264df44a454a2855bb988a3ee3a7d__r1c1.jpg,1,1,1142,526,2856,1316,2856,1316,1714,790,3,3,2,3,0
train,data/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381.jpg,data_quadrant/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381__r0c0.jpg,0,0,0,0,1778,790,2964,1316,1778,790,1,1,0,1,0
train,data/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381.jpg,data_quadrant/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381__r0c1.jpg,0,1,1186,0,2964,790,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381.jpg,data_quadrant/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381__r1c0.jpg,1,0,0,526,1778,1316,2964,1316,1778,790,1,1,0,1,0
train,data/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381.jpg,data_quadrant/train/images/train_408_png.rf.f14140efbe0d27f57b0149b6ea308381__r1c1.jpg,1,1,1186,526,2964,1316,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff.jpg,data_quadrant/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff__r0c0.jpg,0,0,0,0,1744,790,2906,1316,1744,790,1,1,1,1,0
train,data/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff.jpg,data_quadrant/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff__r0c1.jpg,0,1,1162,0,2906,790,2906,1316,1744,790,1,1,0,1,0
train,data/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff.jpg,data_quadrant/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff__r1c0.jpg,1,0,0,526,1744,1316,2906,1316,1744,790,1,1,1,1,0
train,data/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff.jpg,data_quadrant/train/images/train_413_png.rf.54ede1ddb9eb96790d676981110488ff__r1c1.jpg,1,1,1162,526,2906,1316,2906,1316,1744,790,1,1,0,1,0
train,data/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399.jpg,data_quadrant/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399__r0c0.jpg,0,0,0,0,1778,790,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399.jpg,data_quadrant/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399__r0c1.jpg,0,1,1186,0,2964,790,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399.jpg,data_quadrant/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399__r1c0.jpg,1,0,0,526,1778,1316,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399.jpg,data_quadrant/train/images/train_415_png.rf.168e3dd8ea5427ac5e26da854511b399__r1c1.jpg,1,1,1186,526,2964,1316,2964,1316,1778,790,1,1,1,1,0
train,data/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf.jpg,data_quadrant/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf__r0c0.jpg,0,0,0,0,1730,902,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf.jpg,data_quadrant/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf__r0c1.jpg,0,1,1154,0,2884,902,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf.jpg,data_quadrant/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf__r1c0.jpg,1,0,0,602,1730,1504,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf.jpg,data_quadrant/train/images/train_420_png.rf.9213bbaa1e14cd9a4403a51f774295cf__r1c1.jpg,1,1,1154,602,2884,1504,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b.jpg,data_quadrant/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b__r0c0.jpg,0,0,0,0,1702,790,2836,1316,1702,790,1,1,1,1,0
train,data/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b.jpg,data_quadrant/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b__r0c1.jpg,0,1,1134,0,2836,790,2836,1316,1702,790,1,1,0,1,0
train,data/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b.jpg,data_quadrant/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b__r1c0.jpg,1,0,0,526,1702,1316,2836,1316,1702,790,1,1,1,1,0
train,data/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b.jpg,data_quadrant/train/images/train_422_png.rf.4ea537873f1027e1189089d331a02a0b__r1c1.jpg,1,1,1134,526,2836,1316,2836,1316,1702,790,1,1,0,1,0
train,data/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21.jpg,data_quadrant/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21__r0c0.jpg,0,0,0,0,1679,790,2799,1316,1679,790,1,1,0,1,0
train,data/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21.jpg,data_quadrant/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21__r0c1.jpg,0,1,1119,0,2799,790,2799,1316,1680,790,1,1,1,1,0
train,data/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21.jpg,data_quadrant/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21__r1c0.jpg,1,0,0,526,1679,1316,2799,1316,1679,790,1,1,0,1,0
train,data/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21.jpg,data_quadrant/train/images/train_456_png.rf.7a7cfd458c7f97bc3553d8062425ad21__r1c1.jpg,1,1,1119,526,2799,1316,2799,1316,1680,790,1,1,1,1,0
train,data/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213.jpg,data_quadrant/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213__r0c0.jpg,0,0,0,0,1699,790,2833,1316,1699,790,1,1,1,1,0
train,data/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213.jpg,data_quadrant/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213__r0c1.jpg,0,1,1133,0,2833,790,2833,1316,1700,790,1,1,1,1,0
train,data/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213.jpg,data_quadrant/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213__r1c0.jpg,1,0,0,526,1699,1316,2833,1316,1699,790,1,1,1,1,0
train,data/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213.jpg,data_quadrant/train/images/train_461_png.rf.d3810e70f4d3ffc85081a0759c4c7213__r1c1.jpg,1,1,1133,526,2833,1316,2833,1316,1700,790,1,1,1,1,0
train,data/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f.jpg,data_quadrant/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f.jpg,data_quadrant/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,2,2,0,2,0
train,data/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f.jpg,data_quadrant/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f.jpg,data_quadrant/train/images/train_462_png.rf.e1496a51304cd58e360455482a170b7f__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,2,2,0,2,0
train,data/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8.jpg,data_quadrant/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8__r0c0.jpg,0,0,0,0,1694,790,2824,1316,1694,790,3,3,1,3,0
train,data/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8.jpg,data_quadrant/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8__r0c1.jpg,0,1,1130,0,2824,790,2824,1316,1694,790,3,3,0,3,0
train,data/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8.jpg,data_quadrant/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8__r1c0.jpg,1,0,0,526,1694,1316,2824,1316,1694,790,3,3,2,3,0
train,data/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8.jpg,data_quadrant/train/images/train_463_png.rf.33fe6eda77ba094b01e30e3e81001bb8__r1c1.jpg,1,1,1130,526,2824,1316,2824,1316,1694,790,3,3,1,3,0
train,data/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268.jpg,data_quadrant/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268__r0c0.jpg,0,0,0,0,1734,790,2890,1316,1734,790,1,1,0,1,0
train,data/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268.jpg,data_quadrant/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268__r0c1.jpg,0,1,1156,0,2890,790,2890,1316,1734,790,1,1,1,1,0
train,data/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268.jpg,data_quadrant/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268__r1c0.jpg,1,0,0,526,1734,1316,2890,1316,1734,790,1,1,0,1,0
train,data/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268.jpg,data_quadrant/train/images/train_474_png.rf.04ffbfc7de2eae4b093456a3496f7268__r1c1.jpg,1,1,1156,526,2890,1316,2890,1316,1734,790,1,1,1,1,0
train,data/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544.jpg,data_quadrant/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544.jpg,data_quadrant/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544.jpg,data_quadrant/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544.jpg,data_quadrant/train/images/train_479_png.rf.5de2087d8b69ea10dc2bbdfa94c48544__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36.jpg,data_quadrant/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36__r0c0.jpg,0,0,0,0,1488,902,2480,1504,1488,902,1,1,1,1,0
train,data/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36.jpg,data_quadrant/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36__r0c1.jpg,0,1,992,0,2480,902,2480,1504,1488,902,1,1,0,1,0
train,data/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36.jpg,data_quadrant/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36__r1c0.jpg,1,0,0,602,1488,1504,2480,1504,1488,902,1,1,1,1,0
train,data/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36.jpg,data_quadrant/train/images/train_481_png.rf.48e0f165b7c95bc2031d4052a6045e36__r1c1.jpg,1,1,992,602,2480,1504,2480,1504,1488,902,1,1,0,1,0
train,data/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c.jpg,data_quadrant/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c__r0c0.jpg,0,0,0,0,1694,790,2824,1316,1694,790,1,1,0,1,0
train,data/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c.jpg,data_quadrant/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c__r0c1.jpg,0,1,1130,0,2824,790,2824,1316,1694,790,1,1,1,1,0
train,data/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c.jpg,data_quadrant/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c__r1c0.jpg,1,0,0,526,1694,1316,2824,1316,1694,790,1,1,0,1,0
train,data/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c.jpg,data_quadrant/train/images/train_501_png.rf.977aeb65c869b4e2845974aea451199c__r1c1.jpg,1,1,1130,526,2824,1316,2824,1316,1694,790,1,1,0,1,0
train,data/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b.jpg,data_quadrant/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b__r0c0.jpg,0,0,0,0,1765,790,2942,1316,1765,790,1,1,0,1,0
train,data/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b.jpg,data_quadrant/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b__r0c1.jpg,0,1,1177,0,2942,790,2942,1316,1765,790,1,1,1,1,0
train,data/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b.jpg,data_quadrant/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b__r1c0.jpg,1,0,0,526,1765,1316,2942,1316,1765,790,1,1,0,1,0
train,data/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b.jpg,data_quadrant/train/images/train_523_png.rf.d9255186e9fb4722ac28c9e19a1e842b__r1c1.jpg,1,1,1177,526,2942,1316,2942,1316,1765,790,1,1,0,1,0
train,data/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd.jpg,data_quadrant/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd.jpg,data_quadrant/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd.jpg,data_quadrant/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd.jpg,data_quadrant/train/images/train_531_png.rf.689ca61ec95823c5150877d8c289e4cd__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1.jpg,data_quadrant/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1__r0c0.jpg,0,0,0,0,1721,902,2868,1504,1721,902,3,3,2,3,0
train,data/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1.jpg,data_quadrant/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1__r0c1.jpg,0,1,1147,0,2868,902,2868,1504,1721,902,3,3,2,3,0
train,data/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1.jpg,data_quadrant/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1__r1c0.jpg,1,0,0,602,1721,1504,2868,1504,1721,902,3,3,2,3,0
train,data/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1.jpg,data_quadrant/train/images/train_532_png.rf.60d070fc7ecca35b9d3fb2bf251649f1__r1c1.jpg,1,1,1147,602,2868,1504,2868,1504,1721,902,3,3,2,3,0
train,data/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9.jpg,data_quadrant/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9__r0c0.jpg,0,0,0,0,1637,790,2729,1316,1637,790,1,1,0,1,0
train,data/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9.jpg,data_quadrant/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9__r0c1.jpg,0,1,1091,0,2729,790,2729,1316,1638,790,1,1,0,1,0
train,data/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9.jpg,data_quadrant/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9__r1c0.jpg,1,0,0,526,1637,1316,2729,1316,1637,790,1,1,0,1,0
train,data/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9.jpg,data_quadrant/train/images/train_541_png.rf.1e6499e05fc89293037ba8e75e50b8a9__r1c1.jpg,1,1,1091,526,2729,1316,2729,1316,1638,790,1,1,1,1,0
train,data/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389.jpg,data_quadrant/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389__r0c0.jpg,0,0,0,0,1697,790,2828,1316,1697,790,1,1,1,1,0
train,data/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389.jpg,data_quadrant/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389__r0c1.jpg,0,1,1131,0,2828,790,2828,1316,1697,790,1,1,1,1,0
